Modules,words,mean_cn,sentence,sentence_tra
Module2,shot,n. 发射；炮弹；射手adj. 用尽的；破旧的；杂色的，闪光的v. 射击（shoot的过去式和过去分词）,"""Nice shot!"" I said as he hit the ball.",“好球！”他击球时我说。
Module2,on average,平均，按平均数计算,"On average, men are about 177 cm tall.",
Module2,leisure,n. 消遣，闲暇,Our family likes to go to the beach for leisure time during the summer.,我们家在夏天的时候喜欢到沙滩去打发休闲时光。
Module2,freeze,v. 冻结v.使结冰 ,"During the winter, when everything freezes, it's difficult to drive.",冬天什么都冻住了，很难开车。
Module2,take up,开始做；论及；继续,"I decided to take up the guitar as a hobby, even though I'm a little old for it.","我决定把吉他当爱好,虽然我现在学有点老。"
Module2,essential,adj.(to)必要的，必不可少的；本质的，基本的,Fruits are essential for good health.,水果对于健康来说是必不可少的。 
Module2,electrician,n.电工，电气技师,"I hope the electricians can fix the power, so we don't have to sit in the dark.",我期望电工能恢复电力，这样我们就不用在暗黑里坐着。
Module2,pathologist,n. 病理学家,The pathologist found the blood free of HIV.,
Module2,take notice of,注意到,Take notice of the cracks in the road. Driving over them may be a bad idea.,注意路上的裂缝。直接越过去可能是个坏主意。
Module2,have an effect on,对……产生影响,Mothers should avoid things that will have a bad effect on their babies.,母亲应该回避那些对宝宝造成坏影响的东西。
Module2,in practice,实际上；在实践中,"The solution was a good idea, but in practice it didn't work, so my computer is still broken.",那个方案主意很好，但不管用，所以我的电脑还是坏的。
Module2,sheer,adj.陡峭的；纯粹的v.(off) 急转向，偏离n.透明薄纱，透明布料的衣服,The climber climbed up the sheer rock.,登山者登上了陡峭的岩石。
Module2,earn,v.赚得，挣得，获得,He's trying to earn money for a trip to New York this summer.,他在为这个夏天去纽约的旅行努力挣钱。
Module2,respect,v. 尊敬，敬重n. 敬重，尊敬；方面,Japanese people show respect by bowing.,日本人通过鞠躬来表达尊重。
Module2,individual,n.独立的个体adj.个别的，独特的,Sometimes a single individual can change everything.,有时候一个人就可以改变一切。
Module2,fitness,n.适当，恰当，健康,Physical fitness is important for a long life.,身体健康对长寿来说很重要。
Module2,salary,n. 工资,He said he'd double my salary if I work for him!,他说要是我为他工作就付我双倍的工资。
Module2,permanent,adj.永久的，持久的,"Nothing in life is permanent, but a diamond comes close to it.",人生中没什么是永恒的，但是钻石很接近永恒。
Module2,in response to,作为……的回应,She gave me an A-OK sign in response to my question.,她给我一个表示OK的A手势，作为对我问题的回应。
Module2,freezer,n. 制冷工; 制冰机; 冷藏室; 冰箱;  ,Fresh food goes in the top; frozen foods go in the freezer.,新鲜食物放上面；冷冻食物放进冷藏室。
Module1,be similar to,和……相似,"All babies are similar to each other- small, fat, and bald.",所有的宝宝都很相似——小小的，胖胖的，秃顶。
Module1,compare,v. 比较，比作,It's smart to compare products when you go shopping.,当你购物时，比较商品是明智的。
Module1,look,v.看，显得 n.外表；样子,"I have to look in the mirror - I have an important interview, and I want to look my best.",我不得不照镜子，我有一场重要的面试，我想展现自己最好的一面。
Module1,rapidly,adv. 迅速地；很快地；立即,The water here is flowing very rapidly.,这里的水流得很快。
Module1,accent,n.口音，腔调；重音；重音符号v.重读,The foreigner has such a funny accent when he speaks Chinese!,这个老外说中文时口音好奇怪！
Module1,settler,n.移民者,The settlers traveled very far.,这些移民者经历了长途跋涉。
Module1,announcement,n.宣告，发表，一项公告,She makes an announcement with a loudspeaker.,她用喇叭发表声明。
Module1,attempt,"n. 尝试, 企图;  vt. 努力去做, 试图, 尝试;  ",The cat attempts to catch that fish!,那个喵星人试图抓到那条鱼！
Module1,have difficulty (in) doing sth.,做某事有困难,He seems to be having some difficulty swimming.,看起来他游泳遇到困难了啊。
Module1,queue,,At school we have to queue to get lunch.,在学校我们得排队打饭。
Module1,structure,n. 结构，构造；.建筑物v. 建筑，组织,There are so many new structures going up. ,许多新的建筑正拔地而起。
Module1,criticise,v. 批评;  吹毛求疵;  非难;,He criticised me for not doing my work very well.,他因为我工作没有做好而批评我。
Module1,underground,,The office building had underground parking.,这栋办公楼有地下停车场。
Module1,remark,"n. 评论, 谈论;  vi. 议论;  vt. 评论;  ",I read the remark and got the hint.,我看了评论并且得到了提示。
Module1,motorway,n.高速公路,The traffic is heavy on the motorway today. ,今天高速公路上很堵。
Module1,differ,v.差异；不同,His skin color differs from the others'.,他的肤色和别人的都不一样。
Module1,switch,"n. 转换, 开关;vi. 鞭打;  改变方向;  转换;  交换;  vt. 鞭打;  挥动;  迅速转动;  转变;  转移;  ",There are so many switches in your home! Which one turns on the lights?,你家有这么多开关，哪一个能把灯打开？
Module1,preposition,n.前置词，介词,Prepositions are usually used before nouns to give additional information.,介词通常用在名词前来给出额外的信息。
Module1,flick,n.轻弹，轻打；轻弹声v.轻弹；轻轻拂去；(翅)拍动；(旗)飘扬,A giant finger tried to flick me away - I was scared!,一个巨大的手指想要把我弹开，我很害怕！
Module1,obvious,adj.明显的，无疑的,"""2+2=4"" should be pretty obvious to you.","""2+2=4""对你来说是显而易见的吧。"
Module1,variety,n.变化，多样性，多样化，种类,A wide variety of spices were available in the market.,很多种类的香料在这个集市都有。
Module1,linguist,n.语言学家；会多国语言的人,"He wasn't that great a linguist, but at least he knew English and Chinese.",他不是出色的语言学家，但至少他会说英语和中文。
Module1,linguistics,n.语言学,Linguistics is the study of languages and their relationships.,语言学是关于语言和语言间的关系的学说。
Module1,thanks to,幸亏；由于；因为,It's only thanks to my rescuer that I am still alive.,多亏了我的救命恩人，我才能活下来。
Module1,lead to,导致，导向,Eating like that will surely lead to obesity.,像这样吃是一定会导致肥胖症的。
Module1,steadily,adv.稳定地；持续地；有规则地,The candle flame burned steadily in the still air.,在静止的空气中，蜡烛稳定地燃烧。
Module1,confusing,adj. 混乱的；混淆的；令人困惑的；难懂的,The way to the bathroom was too confusing.,去厕所的路太复杂了。
Module1,variation,n.变异，变化，变奏曲,"These foods show a lot of variation in color, but not in taste.",这些食物在颜色上差异很大，但口味上没什么区别。
Module1,present,n.礼物，赠送物v.赠送，呈现adj.出席的,A present for me? Thank you! You're so sweet.,给我的礼物？谢谢，你真好！
Module1,combination,"n. 结合, 联合, 组合;  (保险锁等的)暗码;  ",The combination to the lock is 1-2-3. ,这锁的密码组合是1—2—3。
Module1,get around,四处走动（旅行）,I get around town in my pink car.,我开着我的粉色车在城里四处兜风。
Module1,refer to...as,称…为…,She referred to him as her big brother even though they weren't related.,她把他称为大哥，尽管他们没有亲戚关系。
Module1,flashlight,n. 手电筒;  闪光信号灯;  ,Always have a flashlight ready just in case the power goes out at night.,总是准备好手电筒以防晚上停电。
Module1,make a difference,有影响，使不相同,A helping hand makes a big difference.,一只援手能起到重要作用。
Module1,satellite,n.卫星；人造卫星,This space satellite transmits TV signals to earth.,这颗人造卫星把电视信号传输到地球。
Module1,cute,adj.逗人喜爱的，可爱的,"Awww, that kitten is so cute!",啊，这小猫真可爱！
Module1,subway,n.地铁,I like to take the subway to work.,我喜欢坐地铁去上班。
Module1,edition,n.版，版本，版次,This is the newest edition of the book.,这是这本书最新的版本了。
Module1,standard,n.标准，规格adj. 标准的,The metric system is the standard system of measurement in most countries.,公制度量系统是大多数国家使用的标准测量系统。
Module1,omit,v. 遗漏；删去,"Well, I omitted many important things from the letter.",好吧，我从这封信里删掉了很多重要的东西。
Module1,distinctive,adj.有特色的，与众不同的 ,The distinctive color of the red rose made it stand out in the photo.,与众不同的颜色让这朵红玫瑰在照片中变得突出。
Module1,add,v.(to)加，增加；补充说，又说　,Add some milk to the bowl.,加点牛奶在碗里。
Module1,simplify,v.精简，使单纯,"The character of the left is complicated. Can we simplify it, like on the right?",左边的字很复杂，我们能不能简化它，像右边一样？
