Modules,words,mean_cn,sentence,sentence_tra
Module2,destination,n.目的地，终点；目标,The road takes us to our destination.,这条路指引我们到达我们的目的地。
Module2,double-decker,n. 双层物双层甲板船;  双层物双层公共汽车;  ,Try taking a tour of London on a double-decker bus.,试着坐双层巴士游览伦敦吧。
Module2,under construction,prep.正在施工之中,The new building is still under construction but it will be completed soon.,这栋新建筑还在施工，但很快就会完工了。
Module2,impressive,adj. 给人深刻印象的; 惊人的; 引人注目的 ,Big buildings are an impressive part of a city.,大型建筑是城市中一个令人印象深刻的部分。
Module2,trolleybus,n. 无轨电车 ,We can take the trolleybus downtown.,我们可以乘坐无轨电车去市中心。
Module2,explore,v.探险，探索，尝试,I'd love to be the first to explore another planet.,我想成为探索其他星球的第一人。
Module2,react,v.起反应，有影响，对......做出反应,Different people react differently when shown a horror movie.,看恐怖电影时不同的人有不同的反应。
Module2,in no time,adv.立刻,We'll do it in no time.,我们将立刻执行。
Module2,mood,n. 情绪，心情,"""I'm in a good mood today,"" she said with a smile.",“我今天心情很好，”她微笑着说。
Module1,prediction,n. 预言,The Chinese Zodiac makes many predictions about the future.,中国的生肖能对未来做许多预测。
Module1,landfill,n. 垃圾堆;,Most of our trash ends up in a landfill like this.,我们的大多数垃圾最终都成了这样的垃圾堆。
Module1,crime,n.罪行，犯罪,Those who commit crimes must be severely punished.,那些罪犯必须受到严惩。
Module1,get rid of,v.摆脱；除去,"Debts are difficult to get rid of, so be careful with your money.",债务是很难清除的，所以小心你的钱。
Module1,recreation,n.娱乐活动，消遣,Having a picnic is a form of recreation.,野餐是一种娱乐活动的形式。
Module1,surgery,n.外科，外科手术,This is a serious problem; only surgery can fix it.,这是一个严重的问题，只有外科手术才能治好。
Module1,solar,adj. 太阳的；太阳系的；日光的,Solar energy is necessary for life.,太阳能是生命所需。
Module1,power,n.能力，权力，电源，幂v.驱动；提供动力,His arms have a lot of power.,他的手臂很有力。
Module1,shape,v. 使形成，塑造n. 外形，形状,"With these special cutters, I can make cookies of all kinds of different shapes.",有了这些特殊的模具，我就能做出所有不同形状的曲奇饼干了！
Module1,material,n.材料，原料，资料　adj.物质的，实体的,Our warehouse sells a lot of building materials. ,我们的仓库有许多建筑材料待售。
Module1,switch,"n. 转换, 开关;vi. 鞭打;  改变方向;  转换;  交换;  vt. 鞭打;  挥动;  迅速转动;  转变;  转移;  ",There are so many switches in your home! Which one turns on the lights?,你家有这么多开关，哪一个能把灯打开？
Module1,risky,adj.危险的,Isn't that a risky method of transportation?,这难道不是一种危险的交通方式吗？
Module1,online,n. 在线；联机,I put my family photos online to share with my friends. ,我把我的全家福放在网上来和我的朋友们分享。
Module1,softball,n. 垒球;  ,We have four softballs for the game.,这次比赛我们有四个垒球。
Module1,rely on,依靠,I rely a lot on my daughter's help.,我很依靠女儿的帮助。
Module1,flick,n.轻弹，轻打；轻弹声v.轻弹；轻轻拂去；(翅)拍动；(旗)飘扬,A giant finger tried to flick me away - I was scared!,一个巨大的手指想要把我弹开，我很害怕！
Module1,look out,"phr.  留神,  当心; ",Look out for the hole!,小心那个洞！
Module1,rely,v.依赖，依靠，信赖,Babies rely on their parents for food and care.,宝宝们靠爸妈提供食物和照顾。
Module1,predict,v.预言，预告，预测 ,The fortune teller predicts her customer's future.,塔罗牌大师预测她的客户的未来。
Module1,criminal,,The criminal was given life imprisonment.,这个罪犯被判终身监禁。
Module1,command,"n. 指挥, 命令;  vi. 发布命令, 指挥;  掌管, 控制;  vt. 指挥, 命令;  控制, 管理;  ",My dog is smart enough to obey my commands.,我家汪星人足够聪明，可以听从我的命令。
Module1,outpatient,n.门诊病人 an outpatient department 门诊部,The waiting room was full of outpatients waiting to see a doctor.,候诊室坐满了门诊病人，等待看医生。
Module1,clinic,n.诊所，门诊所,She took her dog to the animal clinic to see if he's sick.,她带她的狗去动物诊所看看它是否生病了。
Module1,brick,n. 砖,You should build your house out of brick if you don't want it to burn down!,如果你不想你的房子被烧毁就应该用砖砌。
Module1,run out,"v.跑出, 离开, 完成, 被用完, 伸向, 流逝, 逐出, 放出去",The printer is running out of ink!,这个打印机的墨水快要用完 了！
Module1,eventually,adv.终于，最后,"University was difficult for me, but I graduated eventually.",大学对我来说是困难的，但是我终于毕业了。
Module1,urban,adj.城市的,I like to party so I prefer urban environments.,我喜欢派对，所以我更喜欢城市的环境。
Module1,limit,n.界限，限度，范围v.限制，限定,Slow down! You're going faster than the speed limit.,开慢点！你超速了！
Module1,dishwasher,n.洗碟机,It's nice having a dishwasher to clean all the dishes for me.,有个洗碗机为我洗碗真是好啊。
Module1,charge,n.(物)电荷，费用；主管v.索价；控告；充电，充值,I plug my battery in to charge it.,我把我的电池放进去充电。
Module1,use up,用完,Oh no! Someone used up all the toilet paper.,哦不！有人用光了厕纸。
Module1,fire,,We made a fire to stay warm.,我们生火取暖。
Module1,arrest,v.逮捕，拘留；吸引n.逮捕，拘留,The police officer arrested the man for drunk driving.,警察以酒后驾车为由逮捕这个人。
Module1,free of charge,免费,The hotel room comes with breakfast free of charge.,这家旅馆提供免费早餐。
Module1,telesurgery,n.远距离手术,This high tech hospital is equipped for doctors to perform telesurgery from far away.,这家高科技医院装备有远距离手术设备。
Module1,attach,v.缚，系，贴；附加,You should attach your name to your luggage in case it gets lost.,为了以防万一，你应该把你的名字系在行李上。
Module1,disability,n.残疾；无能；无资格；不利条件,"Even though the boy has a disability, he still enjoys making art with his dog.",尽管这个男孩儿有残疾，但是他仍然乐于和他的狗一起搞艺术创作。
Module1,bowling,n.保龄球,The goal of bowling is to knock down all of the pins with the ball.,打保龄球就是试图用球撞倒所有瓶子。
Module1,concrete,adj.具体的，水泥的n.水泥，混凝土v.浇筑混凝土,Concrete is a very useful substance for making roads and buildings.,建造道路和建筑中，水泥是一种非常有用的材料。
Module1,alternative,n.二择一，替代物，交替adj. 两者择一的，另类的,There are five alternative answers for each question.,这个问题有五个备选答案。
Module1,outdoors,adv.户外，野外adj.户外的,I love to be outdoors in the fresh air. ,我喜欢空气清新的野外。
Module1,load,n. 负载; 负荷; 工作量; 装载量; vi. 加载; 装载; 装货;vt. 使担负; 装载;,"Before the plane can take off, they need to load the cargo.",在飞机起飞前，他们需要装载货物。
Module1,definitely,adv.一定地，明确地 ,She will definitely achieve her goal--I know it.,我知道她肯定能实现她的目标。
Module1,pad,n.衬垫；护具；便笺簿； （动物的）脚；浮叶v.填塞,You can use an iPad to write notes instead of a pad of paper.,你可以不用纸质的便签簿，而用iPad来记笔记。
Module1,for a start,首先,"For a start, you should clean up your desk!",首先，你应该清理你的桌子！
Module1,spaceport,n.宇航基地,The astronauts boarded the spaceship at the spaceport.,宇航员从太空基地登上了太空飞船。
Module1,optimistic,adj.乐观的，乐观主义的,I really admire her optimistic attitude.,我真的佩服她乐观的态度。
Module1,mud,n. 泥,Oh no! I think we are stuck in the mud!,哦不!我想我们困在泥里了！
Module1,resource,n.(常用复数)资源，财力，办法 ,The world's oil supply is a limited resource.,世界石油资源是有限的。
Module1,colony,n.殖民地；侨居地,A colony on another planet might look like this!,在另一个星球的殖民地可能是这样的！
